Source.Name,x1,y1,x2,y2,x3,y3,x4,y4
202206300909006972.txt,0.4025204,0.4636945,0.6796166,0.4410617,1.81888,0.6713012,3.082849,2.885696
202206300909012497.txt,1.341863,-1.182731,-0.6179278,0.7015769,0.4406755,0.4749355,0.8118461,0.5197926
202206300909018172.txt,1.533703,-2.672508,-63.87727,22.21428,-0.1360919,0.4490258,0.5613136,0.4813468
202206300909024122.txt,8.523501,-4.989938,-3.609244,0.8488395,0.06737673,0.4832114,0.6868201,0.4999337
202206300909030099.txt,1.660839,0.0876644,-1.929161,0.6176504,0.350949,0.4428922,0.9109465,0.4887852
202206300909036370.txt,-0.1824617,0.9036472,0.2530104,0.4377262,0.6744732,0.4082452,1.122835,0.498532
202206300909041298.txt,-4.435053,4.517868,0.2468006,0.3381338,2.365235,0.3700471,-74.75691,-14.85653
202206300909047930.txt,-7.685277,5.970523,-0.06534207,0.1635771,0.5973012,0.06930435,1.081291,0.2677785
202206300909053747.txt,0.2133197,0.6326699,0.7523035,0.2352545,3.643195,0.7809585,-1.055331,-0.6092632
202206300909062084.txt,1.082869,-0.456788,3.454825,-0.7699761,-0.4339499,0.2767559,0.4638313,0.4821121
202206300909068517.txt,-0.4174329,0.531166,0.2417455,0.4570485,0.8325435,0.5001269,0.9928551,1.408009
202206300909074962.txt,-0.8089702,0.6231943,0.3022947,0.4816937,0.9962458,0.4952244,-7.989208,-0.7676728
202206300909081057.txt,2.987752,-2.409339,-0.9452304,0.6897565,0.3443441,0.4530705,0.6022778,0.4696552
202206300909087300.txt,-0.7813009,1.805955,-0.1795325,0.5392565,0.6495748,0.4548343,1.253227,0.5249476
202206300909093236.txt,2.040441,-0.391027,-1.098807,0.6392173,0.3496078,0.4740587,0.6952642,0.4971502
202206300909098954.txt,0.9900582,0.3241496,-4.093732,0.8682338,0.3806248,0.4781099,0.9566729,0.5649855
202206300909104909.txt,1.533671,-2.277777,-48.93313,9.221318,-0.205406,0.4504236,0.5627466,0.4623272
202206300909111095.txt,0.4390135,0.4903095,1.006963,0.4704327,67.42876,7.823002,-0.4505964,-0.04947374
202206300909115770.txt,7.442412,-6.406974,-1.544938,-0.03493166,0.3196086,-0.5565782,0.9155368,0.005898369
202206300909122213.txt,0.5984637,0.2495446,2.184138,0.1688664,0.1100374,0.4882702,0.5661101,0.5000211
202206300909127998.txt,-4.487506,0.8269618,-0.5079041,0.4268681,1.101978,0.4414286,4.300196,1.3426
202206300909134014.txt,2.190927,-0.7712313,-0.5990102,0.6491027,0.4384808,0.4725572,0.809025,0.5387436
202206300909139321.txt,1.406134,-1.049408,10.84894,-1.934742,-0.1555109,0.4205301,0.4469752,0.4278012
202206300909143920.txt,0.5539725,-0.2285424,1.382566,-0.2375222,-0.3239112,0.3635258,0.4696784,0.3723187
202206300909149061.txt,-5.676184,8.942148,-1.232625,0.8710738,0.2845744,0.4824782,0.5881805,0.5072724
202206300909154386.txt,5.281566,-1.383291,-6.22577,0.9179519,0.02750298,0.4840852,0.5114441,0.4893202
202206300909160294.txt,0.3184398,0.4210181,0.7131206,0.4096853,2.310064,0.5325893,9.582116,4.931224
202206300909166358.txt,-0.1261162,0.5711483,0.4773149,0.4712757,1.543977,0.5517867,-0.5532825,0.148923
202206300909172604.txt,42.9461,-59.48646,-2.649069,1.155517,0.128145,0.382419,0.7962265,0.4661846
202206300909178009.txt,-0.220928,0.03121338,0.5608869,-0.01686266,2.339303,0.1977668,28.89557,69.68669
202206300909184309.txt,0.1576086,0.5181726,0.9513549,0.3530566,-4.634794,-0.972106,0.01937011,-0.1797107
202206300909190244.txt,0.3555984,0.4919405,1.039636,0.4319831,-25.02344,-3.031338,-0.3569838,-0.03375154
202206300909196569.txt,0.3179896,0.4457455,0.628796,0.4209226,2.853941,0.8812242,0.2686698,-0.09171708
202206300909202752.txt,-0.4727966,1.221891,0.2336143,0.393529,1.126447,0.3709052,2.913711,0.823373
202206300909209220.txt,-0.632275,0.7194157,0.3935176,0.4230655,1.698338,0.470475,-13.61145,-2.037004
202206300909215689.txt,3.748268,-1.957595,-0.3922909,0.5070627,0.6953415,0.3842421,1.600239,0.5660538
202206300909222066.txt,0.1186554,0.3085663,0.6082479,0.2541537,1.917394,0.5347381,6.083367,10.78427
202206300909228877.txt,15.41966,-2.863628,-1.349247,0.5729007,0.6102093,0.4778483,1.747456,0.5782843
202206300909234685.txt,-0.9150088,0.5370415,0.2980315,0.2410634,1.992682,0.3604844,-503.9745,-167.3864
202206300909241423.txt,2.016301,-2.40645,-2.917393,1.110182,0.3324472,0.3439005,1.353162,0.4924687
202206300909247303.txt,1.066564,0.1072884,-11.66471,1.91329,0.241742,0.4066139,0.5371773,0.423306
202206300909252429.txt,1.10657,-0.02301884,11.84868,-1.24501,0.0340091,0.3625113,0.7764953,0.4328652
202206300909258165.txt,-1.286462,3.657736,-0.3259476,0.6464999,0.4302681,0.4864629,0.7101578,0.5164704
202206300909264487.txt,1.868339,-1.248482,-0.2678471,0.5960183,0.5834495,0.4541333,1.125287,0.5539925
202206300909270840.txt,-0.4560637,0.5392499,0.2785942,0.4910162,0.8325711,0.5077729,-4.11835,-1.086514
202206300909277552.txt,-0.3989518,0.7505466,0.387813,0.380371,1.000957,0.3910061,9.168256,1.945768
202206300909284155.txt,-0.9954344,0.526392,0.0914778,0.4084332,0.7856637,0.4516754,0.8612391,3.575043
202206300909290889.txt,0.06549478,0.518876,0.5647864,0.4886719,1.873658,0.6026807,-1.529789,-0.7061386
202206300909297118.txt,-0.7509925,3.283605,-0.06946921,0.4250833,1.532357,0.3363159,4.265572,0.7247353
202206300909303928.txt,-0.7904829,0.5213858,0.2452754,0.453057,1.668961,0.5385473,2.635504,1.868861
202206300909309359.txt,-8.571957,1.32717,-0.9421508,0.4346082,0.7523993,0.4328403,2.076637,1.259965
202206300909316178.txt,4.353324,-1.133539,-1.263446,0.6431022,0.4786142,0.4659676,1.27361,0.596033
202206300909322166.txt,0.4077494,0.5286198,0.7721957,0.4091443,-50.92074,-13.70875,-0.02344853,-0.08016516
202206300909327858.txt,2.460476,-2.178482,-0.09680469,0.5897551,0.5312665,0.4810533,0.879048,0.5363392
202206300909333308.txt,0.5632584,0.4502331,1.148922,0.4383679,29.40971,7.537201,-3.241502,-4.808855
202206300909338654.txt,0.4440892,0.5043891,0.8671885,0.4947892,-0.8396856,0.238395,0.4274735,0.2919017
202206300909345251.txt,1.912078,-2.655194,0.01939279,0.5287243,0.6583546,0.4152187,1.232111,0.5410352
202206300909351983.txt,0.04068843,0.7013764,0.4726637,0.4491496,1.239138,0.4911582,25.09854,6.605305
202206300909358356.txt,1.649901,0.03695701,-0.7424377,0.5677423,0.3832895,0.4698538,0.6450826,0.4853775
202206300909363149.txt,0.4832037,0.4524321,1.326152,0.4175633,-0.289811,0.2915449,0.3649759,0.3020004
202206300909369637.txt,-0.2926174,0.5359829,0.3748568,0.4708498,1.325033,0.5562193,-0.4540328,-0.283944
202206300909375833.txt,0.174252,0.2846025,0.6637508,0.2503334,2.452576,0.5502807,-0.8527657,-2.102749
202206300909380914.txt,-3.885404,0.8240269,-0.3350665,-0.2787598,0.7639163,-0.2863094,1.850944,0.6306023
202206300909387832.txt,3.153591,-1.705081,-1.955924,0.6838585,0.2578736,0.382333,0.7725365,0.4154472
202206300909394330.txt,3.043934,-1.355696,0.1115862,0.4126131,0.6383372,0.3704104,1.14614,0.4397669
202206300909400502.txt,1.767697,-0.2067192,-0.7738062,0.6517099,0.3962053,0.4576206,0.709804,0.5564581
202206300909406028.txt,3.493659,-1.383824,-1.66813,0.3877221,0.2771314,0.2475135,0.7130049,0.2589203
202206300909412447.txt,0.9826381,-0.3657791,-13.78025,3.461296,0.1648764,0.4305539,0.6625715,0.4642985
202206300909418800.txt,0.3860249,0.4685766,0.760104,0.4487815,-2.557589,-0.1757574,0.363533,0.1698208
202206300909425574.txt,0.1053427,0.4661094,0.5926971,0.4190357,1.817586,0.6924352,1.546858,4.990926
202206300909432080.txt,-0.6362228,0.5409846,0.2656244,0.3286059,1.257277,0.4089926,11.56719,5.916901
202206300909437670.txt,0.551632,0.4962468,0.9429632,0.4924804,-8.326272,-2.197249,-0.3894385,-1.323732
202206300909443521.txt,0.3158515,0.5060159,0.6613837,0.4556266,6.208949,1.307851,0.08836195,0.203228
202206300909448288.txt,0.637035,0.5016134,1.388204,0.4917431,-2.503858,-0.6019512,-0.005356252,-0.5135438
202206300909453912.txt,2.3223,-0.3253079,-0.4949697,0.3992498,0.7210431,0.335142,1.773392,0.4236406
202206300909459518.txt,-0.3947688,1.392267,-0.3263553,0.6192275,0.3926549,0.4816508,0.6340579,0.5043108
202206300909465766.txt,16.00759,-14.25827,-0.3017142,0.5008822,0.6254736,0.4306817,1.257326,0.475086
202206300909471502.txt,2.908792,-0.0497727,-0.9342917,0.378044,0.4524145,0.3191085,1.030325,0.3704721
202206300909478020.txt,-0.4048663,0.7712334,0.4767892,0.4536404,1.872295,0.4933876,-11.9348,-1.15753
202206300909484442.txt,-1.568104,0.7333406,-0.07084482,0.3677361,0.6332925,0.3985591,0.7320278,1.264246
202206300909490447.txt,3.239645,-1.913691,-1.185833,0.5244607,0.3198308,0.2382095,0.6761934,0.2823137
202206300909495723.txt,0.7714671,-0.3043855,4.746795,-0.8160129,-0.0308522,0.3113542,0.6724222,0.3577694
202206300909502142.txt,1.829125,-0.7159898,-1.148688,0.7317045,0.4265002,0.3850617,0.9679073,0.5670384
202206300909508312.txt,6.844288,-0.8148171,-1.572526,0.5202404,0.4306335,0.4128239,1.413931,0.8114057
202206300909514625.txt,0.2996938,0.4538367,0.579572,0.4362507,1.362212,0.5188072,3.368171,2.220298
202206300909520330.txt,0.4357095,0.4987476,0.9492834,0.4645467,4.541437,1.459508,44.42161,61.12808
202206300909525747.txt,0.5031761,0.3938584,0.9573626,0.303599,-4.857078,-0.8545081,-0.09500861,-0.1177113
202206300909530529.txt,2.244684,-0.3794358,-3.362218,0.3664379,0.1673538,0.05154351,0.678137,0.2595085
202206300909535319.txt,0.2073223,-0.7433879,0.8538232,-0.8235447,3.890338,0.3623798,-5.012779,-19.31838
202206300909541517.txt,0.3559752,0.3633965,1.182261,0.2901078,8.271029,2.091311,-3.549825,-4.303361
202206300909547442.txt,6.334645,-8.738986,-5.117543,1.685508,0.01287863,0.34804,0.5649618,0.3763914
202206300909552685.txt,1.024839,-0.1667996,9.522357,-1.515309,0.0984253,0.3545128,0.5385666,0.384415
202206300909559238.txt,5.621207,-1.077631,-0.2187792,0.4300574,0.5359471,0.3773383,0.9947425,0.4942346
202206300909564970.txt,25.20917,-10.33832,-1.854105,0.1253626,0.6243121,-0.1198481,2.19705,0.7152618
202206300909575517.txt,-0.1036298,0.3703173,0.4261437,0.275203,1.286108,0.4072682,-1.838484,-2.125281
202206300909581217.txt,0.624692,-0.6348669,3.510345,-0.8492997,0.1071022,0.4188299,0.5020497,0.4240794
202206300909586199.txt,0.4802051,0.463511,1.13168,0.4251423,-0.3958646,0.317148,0.3175698,0.3328256
202206300909592250.txt,0.5154351,0.4724757,0.8984285,0.4721394,-1.824167,0.09527741,0.3920074,0.1060558
202206300909597885.txt,0.4210615,0.480893,1.155325,0.4618599,26.8632,2.21769,-0.9935455,0.01548541
202206300910003420.txt,0.1505137,0.5116383,0.4919661,0.4902947,1.170956,0.5232934,-4.739699,-0.7460249
202206300910009507.txt,2.212051,0.194298,-0.8124772,0.5020984,0.5030616,0.4492797,1.271685,0.5570093
202206300910015491.txt,-1.216888,0.5684567,0.07337487,0.3525645,1.370414,0.5118805,7.575075,14.24596
202206300910020477.txt,0.6179276,0.4941425,1.622782,0.4359392,-4.067812,0.06567615,-0.3768664,0.1999686
202206300910025580.txt,-2.654641,2.631565,-0.1433565,-0.159008,1.53916,-0.2304709,4.884612,0.7965276
202206300910032513.txt,2.549045,-0.8684676,-0.7276151,0.5904343,0.716953,0.4174269,2.176512,0.8628531
202206300910038392.txt,-5.289817,7.269553,0.05487088,0.5414656,0.634643,0.4725328,1.119078,0.5505261
202206300910044620.txt,-1.82113,1.101768,0.05831552,0.4371241,0.8985955,0.495031,13.24228,13.01196
202206300910050811.txt,0.369826,0.5049877,0.7623626,0.4857278,34.53401,7.911701,0.3215069,-0.128011
202206300910056008.txt,-0.5590444,0.07319833,0.1846446,-0.3849907,0.9796184,-0.3137682,1.825021,0.7551194
202206300910062397.txt,0.9784819,0.2275188,-1.350697,0.6879392,0.4199948,0.4761822,0.8063708,0.5239784
202206300910068586.txt,-1.513111,0.8314873,0.2445211,0.4844421,0.8473914,0.5015908,-3.834929,-0.9257277
202206300910075193.txt,40.60128,-13.29138,0.320831,0.4861634,1.039918,0.4809219,5.410498,0.7576178
202206300910081490.txt,-4.601979,6.555507,-1.237862,0.7020157,0.2856255,0.3070781,0.7322995,0.3692191
202206300910087763.txt,-0.6406124,0.9089788,0.4926866,0.1529835,2.176648,0.3972374,-1.810964,-1.1041
202206300910094346.txt,-2.944281,3.502149,0.2201514,0.4952886,1.385355,0.4762248,5.089597,0.744514
202206300910100870.txt,0.4315183,0.4960894,0.9442854,0.4869943,11.48449,1.567525,-0.5643568,-0.3666791
202206300910107329.txt,-0.1096641,0.8395127,0.3896175,0.4597359,0.9846156,0.4577672,3.139152,0.7758868
202206300910113993.txt,-0.8496372,1.694184,0.2756659,0.4638589,0.8760347,0.4381172,2.184255,0.7952362
202206300910120587.txt,-2.810788,1.535142,-0.1315491,0.464093,1.16353,0.4339556,3.287772,0.7822328
202206300910127407.txt,-1.019016,0.9769535,0.2716695,0.3735976,1.49373,0.4057313,12.36972,2.973631
202206300910134197.txt,0.1175534,0.5377252,0.6343775,0.487159,2.25026,0.6605259,-2.510501,-0.8902189
202206300910139842.txt,0.1189989,0.6448382,0.8690962,0.3747121,-4.297134,-0.3076868,-0.01657194,0.1374988
202206300910145303.txt,0.4995525,0.001996189,1.087096,-0.004108231,-2.323843,-1.505179,0.4090497,-1.38902
202206300910150558.txt,3.970502,-5.174391,-1.710559,0.145148,0.3584814,-0.3001907,1.082691,-0.1997537
202206300910157663.txt,-1.35359,2.088762,-1.072821,0.6738413,0.3715886,0.482345,0.9762439,0.5313196
202206300910164376.txt,0.08060101,0.4330498,0.51066,0.3992341,1.373493,0.4897148,1.99717,1.616472
202206300910171018.txt,34.35874,-17.57638,-0.2406804,0.4924772,0.7376674,0.4142782,1.954798,1.015492
202206300910176857.txt,0.05795988,0.4811794,0.3992796,0.2877125,1.195452,0.2866212,3.712662,0.456635
202206300910182442.txt,0.7435842,0.3799736,1.976393,0.3494306,0.02869764,0.4935262,0.4653566,0.5014475
202206300910187635.txt,0.1976797,0.5288024,0.4940575,0.4899524,1.085137,0.5692319,-7.982142,-6.381101
202206300910192921.txt,-2.377183,0.354948,-0.2790213,-0.1773286,0.7798306,-0.09160021,0.8834352,2.564574
202206300910200397.txt,34.38927,-25.88136,-0.4334398,0.542204,0.5781879,0.4543748,1.183283,0.5028576
202206300910206333.txt,1.682837,-0.3940153,-0.9568683,0.7236252,0.3750042,0.4853895,0.6984007,0.5317031
202206300910212393.txt,0.3568889,0.4919562,0.7345677,0.4557585,-4.713709,-0.8129704,0.2895181,0.103112
202206300910218727.txt,-3.892812,0.6962584,-0.03948617,0.3172952,0.6285493,0.3087804,1.229644,0.3962443
202206300910224921.txt,0.3983105,0.4207687,0.8009675,0.4117124,4.820588,0.9980405,-0.2333992,-1.594551
202206300910230661.txt,1.539286,0.06348397,-1.735437,0.5874712,0.3241431,0.3737394,0.7081696,0.5764621
202206300910237438.txt,0.0613828,1.264886,0.2350869,0.4480933,0.807606,0.388435,1.497859,0.5764749
202206300910242610.txt,1.272176,-0.6442314,10.90432,-3.001912,-0.04254127,0.2221854,0.5735561,0.3645
202206300910248271.txt,2.006787,-0.4552554,-7.71594,1.444187,0.03191304,0.3200247,0.6982448,0.3988041
202206300910254828.txt,6.453593,-0.7064957,-0.689272,0.5158284,0.5662406,0.460466,1.540075,0.7831835
202206300910260892.txt,-0.301534,0.6533247,0.6238626,0.4763175,4.340931,0.8549792,-0.4163281,0.1405031
202206300910267038.txt,-6.11574,1.497365,-0.2401242,0.4581044,0.561072,0.4584772,1.046068,1.52773
202206300910273840.txt,-0.5944141,0.608285,0.3662281,0.451479,1.918246,0.6089392,-118.8596,-63.189
202206300910279111.txt,-7.780532,5.431171,-0.1128821,-0.06246236,1.040179,-0.1229708,3.35912,0.7456779
202206300910286373.txt,-0.2026267,0.7600091,0.3255993,0.3579839,0.7964292,0.3464775,1.665982,0.543408
202206300910292944.txt,0.1559697,0.4566343,0.4931962,0.3869741,1.169589,0.5138401,-3.947869,-4.115097
202206300910298522.txt,-2.375132,1.373352,0.34297,0.3605236,1.792463,0.3676322,-197.6472,-13.99513
202206300910305199.txt,-0.3414956,0.5369139,0.2680057,0.4428671,0.849391,0.4825481,1.419833,1.150596
202206300910311354.txt,-6.346336,1.475503,-0.04798126,0.4694796,0.5537846,0.4644897,1.052478,0.9846491
202206300910316461.txt,1.100047,0.1896184,4.026052,0.03300159,-0.2468768,0.4164636,0.6436508,0.5196841
202206300910321887.txt,0.5193597,0.1598605,1.179829,0.1163337,-6.384778,-1.205469,-0.2749797,-0.4923402
202206300910327874.txt,0.194929,1.095494,0.4643908,0.2938049,1.883445,0.3034367,7.36544,1.310794
202206300910333900.txt,0.6800454,0.3004456,3.108982,0.2008539,0.1896981,0.4846589,0.5129656,0.4882183
202206300910339176.txt,1.032025,-1.201815,9.588723,-2.182641,-0.3101038,0.3726501,0.5226767,0.3916692
202206300919128293.txt,0.7264194,0.2525523,1.865702,0.2167232,-0.1347058,0.4569237,0.4620536,0.4748359
202206300919142488.txt,-0.1307715,-0.4233201,0.8678848,-0.6869567,5.165453,0.3800496,-2.544071,-3.469993
202206300919152167.txt,0.02484769,0.8221059,0.3481059,0.4846477,0.9389483,0.4740311,2.157487,0.62994
202206300919159344.txt,0.2406302,0.5111414,0.59496,0.4988976,1.764583,0.588076,-0.3992221,-0.2437847
202206300919166504.txt,-0.2290716,0.5468346,0.3208013,0.4441525,0.8708527,0.5255677,-22.16585,-63.7913
202206300919173708.txt,-3.106117,2.404355,0.2397901,0.4839662,1.205738,0.5107788,-14.56956,-4.744924
202206300919181238.txt,-0.1550298,0.5488294,0.631759,0.4696005,3.069227,0.7595422,-1.306717,-0.6275075
202206300919188198.txt,-0.3687033,1.274779,-0.3558211,0.4541615,0.7118542,0.3525569,1.491941,0.4385123
202206300919195927.txt,0.9294783,0.2526382,-1.040205,0.5903572,0.4226422,0.4720607,0.7817159,0.4913242
202206300919203176.txt,0.05015737,0.6578716,0.5145458,0.4867043,1.429409,0.5356246,-4.330059,-0.477158
202206300919209918.txt,4.562111,-12.27092,-0.7023344,0.7152075,0.4094813,0.4509111,0.7953892,0.4916608
202206300919216965.txt,0.1249262,0.581541,0.7204079,0.435622,9.275202,0.9374581,-0.1470569,0.3195892
202206300919223328.txt,0.8697804,-0.03018595,2.768541,-0.1856604,-0.03125417,0.4267905,0.4423568,0.4476134
202206300919229862.txt,-0.5387843,0.5882646,0.2380775,0.4623721,0.8673459,0.4922875,2.438784,1.377609
202206300919236043.txt,3.506585,-2.73679,-1.327396,0.5680654,0.6533583,0.2383305,1.865482,0.4978868
202206300919241610.txt,1.256934,-1.513096,5.902611,-1.69479,-0.5815615,0.314248,0.3606412,0.3232796
202206300919248252.txt,-0.07943118,0.5562294,0.4553368,0.484604,1.425737,0.5946873,-2.243708,-1.30909
202206300919253754.txt,1.672613,0.2380507,-0.993681,0.5219529,0.3744877,0.4419577,0.7329568,0.5899682
202206300919260960.txt,-0.1701497,0.8113246,0.4757306,0.4240933,1.637685,0.5277634,-21.36084,-7.449739
202206300919268292.txt,-0.6041031,0.5535833,0.1937016,0.469589,0.9147177,0.5127955,1.417356,1.416809
202206300919274015.txt,2.153213,-2.011421,-34.97138,10.19966,-0.2264913,0.01279534,0.5550226,0.101994
202206300919280346.txt,-2.68857,1.741124,0.06318244,0.5162542,0.5825148,0.4839258,0.9554155,0.5222253
202206300919287556.txt,-1.920111,2.680929,-2.082806,0.7859333,0.1664893,0.3996197,0.9608628,0.4670275
202206300919294168.txt,-0.3042341,0.4878001,0.7125769,0.1578795,3.950824,0.6575725,-2.603087,-1.426294
202206300919301715.txt,-2.266476,1.278179,0.0551275,0.4754607,0.889264,0.4718283,2.767219,1.14692
202206300919308759.txt,1.871616,-2.089898,-0.000233114,0.5678897,0.6495947,0.4694814,1.208884,0.5691668
202206300919316034.txt,0.07580712,0.4144715,0.6623722,0.3433343,2.470504,0.5829359,-4.501689,-2.415425
202206300919322685.txt,-0.1166142,1.636848,0.4259411,0.4985525,1.234813,0.4937146,6.313091,0.791546
202206300919327862.txt,0.4497494,0.1669387,1.338771,0.1387017,7.302039,1.046704,8.455589,5.76195
202206300919334415.txt,3.95131,-0.9270614,-0.8746606,0.5605339,0.353162,0.4745807,0.6575365,0.4842612
202206300919341000.txt,-0.25635,0.5910475,0.6970723,0.4426649,4.42722,0.7368495,-1.066146,0.02389764
202206300919346380.txt,0.8992386,-0.1293112,2.259474,-0.232306,-0.3713355,0.4169067,0.3367637,0.4810091
202206300919353208.txt,-0.1623977,0.5676914,0.4467767,0.4497014,1.380567,0.4996313,-3.471609,-0.4319067
202206300919359924.txt,0.5477651,0.4036693,0.8879023,0.3981158,-2.975766,-0.1882118,0.04478955,0.01166325
202206300919366381.txt,0.4567202,0.4750885,0.7760136,0.4661952,3.527962,0.7158764,-1.56667,-0.3817873
202206300919373118.txt,-1.227531,0.9103548,0.3558515,0.4466098,1.079212,0.4516945,35.44844,4.110073
202206300919380737.txt,-0.1925755,0.6577031,0.3710295,0.4819355,0.9693583,0.4844447,3.142601,0.7270793
202206300919388074.txt,-4.028767,2.432764,0.2413883,0.4953901,0.8100725,0.4792414,1.992721,0.6290512
202206300919394128.txt,-1.296402,0.7219571,0.03535024,-0.2712746,1.408657,-0.2600136,4.003408,0.8856689
202206300919401774.txt,1.906437,-1.271277,-0.5280745,0.6690652,0.5013587,0.485486,0.9787433,0.5569533
202206300919407907.txt,1.547187,-0.146661,-0.7564687,0.6658305,0.4317699,0.4542149,0.8580383,0.7175305
202206300919413278.txt,0.6556108,0.3440996,1.762048,0.3319894,-4.59692,-0.4964334,-0.2799955,-0.371088
202206300919419607.txt,-0.04278642,0.6522294,0.5243145,0.4869985,1.975756,0.7598985,-0.2744781,-0.1065597
202206300919425887.txt,4.186,-2.001163,-4.932436,0.9506294,0.06273717,0.02792166,1.217456,0.6264871
202206300919433448.txt,0.133391,0.6712725,0.5975618,0.3589377,1.871304,0.4759813,-1.032499,-0.08753888
202206300919440841.txt,1.280074,-0.6723573,-3.386134,1.378767,0.2473461,0.4215074,0.6380354,0.4646403
202206300919447460.txt,1.086247,-0.2375853,17.5766,-3.532421,0.06749323,0.4311638,0.8518759,0.5482157
202206300919453877.txt,0.4941586,0.4308405,0.8516113,0.4260604,8.452417,1.656042,-2.238834,-3.507545
202206300919461193.txt,-2.207165,0.8405422,0.07140768,0.4684997,0.9684696,0.4739731,4.365668,1.127145
202206300919467672.txt,0.4091313,0.315952,0.8376028,0.2999619,-4.008719,-0.3602574,0.247797,0.02550953
202206300919473556.txt,0.5927171,0.1879989,1.591498,0.1496578,-1.236477,-0.4077616,0.2137184,-0.3553174
202206300919479146.txt,3.647248,-2.226871,-1.142387,0.01540561,0.6474544,-0.1746279,1.753045,-0.02660104
202206300919486208.txt,0.5172883,0.4857813,0.952364,0.4739684,-3.522074,-0.02417162,0.04093889,0.2049536
202206300919492367.txt,0.1315762,0.6387203,0.4385095,0.4835116,0.9275514,0.4872102,2.97857,0.7390903
202206300919499563.txt,-1.23714,0.6074998,0.07840368,0.4670277,0.927488,0.5057439,23.43931,17.30562
202206300919506411.txt,1.702103,-0.6016969,-6.232795,1.261195,0.1212246,0.4276633,1.182881,0.5033982
202206300919513548.txt,1.01095,0.003116523,-4.754393,1.307827,0.2790499,0.4450839,0.6344789,0.4752329
202206300919519999.txt,0.07761511,0.390913,0.5274429,0.3546028,1.548868,0.403194,-3.747056,-0.427016
202206300919525564.txt,0.5417715,0.4934657,0.8829932,0.4907609,-5.12738,-0.003634531,-0.07791346,0.2186249
202206300919535151.txt,0.6511594,-0.1899758,1.429639,-0.2298079,-0.6208758,0.3447545,0.5275505,0.511314
202206300919542247.txt,-0.9569517,1.478537,0.3766629,0.4771678,0.9634219,0.4886506,31.98506,9.557401
202206300919549094.txt,3.428869,-3.907211,-2.283403,0.8519964,0.2483045,0.4379465,0.5739058,0.4480477
202206300919555585.txt,0.4755168,0.4419667,0.7910951,0.4230316,11.91665,2.151886,-0.1908846,-0.02685321
202206300919562850.txt,-0.5253338,0.5002837,0.3194485,0.3677376,1.533009,0.5551029,4.129091,6.50273
202206300919569144.txt,2.13071,-1.76117,-31.95879,7.905086,-0.3103749,0.4325529,0.6472683,0.4945415
202206300919576281.txt,4.515828,-1.153208,-1.501501,0.6219324,0.2850905,0.4674545,0.7211332,0.4884954
202206300919582791.txt,-0.4933342,1.186034,-0.4069402,0.5749781,0.4381062,0.4961643,0.8077951,0.5170547
202206300919589685.txt,0.3511127,0.4091945,0.6279703,0.3962974,1.519265,0.5036595,1.428732,1.200329
202206300919596898.txt,0.2746175,0.4849616,0.6742252,0.4521582,1.855155,0.6563748,1.870321,1.78327
202206300920003448.txt,-4.33463,4.884541,-0.01030958,0.3541667,1.539356,0.3059506,6.459494,1.731715
202206300920010713.txt,0.1456433,0.5008366,0.5158675,0.4566325,1.292702,0.5544239,3.420681,2.478343
202206300920016554.txt,1.494335,-0.7693567,924.4592,-197.7483,-0.1841529,0.4336245,0.793238,0.5205973
202206300920023824.txt,-49.6684,48.17248,0.1335852,0.5116807,0.8960105,0.4596472,2.617977,1.027414
202206300920029677.txt,0.7476435,0.2691458,2.008944,0.2274265,-0.1549353,0.4439504,0.5163547,0.4708169
202206300920036932.txt,0.1485045,0.4900582,0.5799573,0.4375824,1.613075,0.6342089,2.310303,2.698263
202206300920043984.txt,0.02453986,0.4596484,0.4413832,0.4322829,1.109547,0.4630837,-3.382822,-0.5845665
202206300920053284.txt,0.4470316,0.4307643,0.8172226,0.4027638,-3.199978,-0.08764705,0.1400805,0.2108594
202206300920059809.txt,9.087679,-0.7936901,0.1900537,0.4935011,0.802276,0.4877019,3.111213,0.6828432
202206300920066335.txt,2.143796,0.000941411,-1.850292,0.6631976,0.424295,0.4827711,1.275839,0.6071645
202206300920073438.txt,-0.07314808,0.451285,0.3675183,0.4187831,0.9190926,0.4499066,1.242743,0.8794379
202206300920080670.txt,8.125097,-5.578849,-1.468572,0.7395163,0.2957521,0.44327,0.7968252,0.4957805
202206300920087289.txt,9.610793,-10.07519,0.04289412,0.5302116,0.6166822,0.4399493,1.086253,0.5592079
202206300920093263.txt,13.45903,-4.09577,-2.062449,0.4249768,0.5122554,0.1962452,1.869179,0.674718
202206300920098944.txt,0.6305717,0.3057578,1.525959,0.2792397,-11.29716,-2.060021,-0.9177471,-0.9678792
202206300920105274.txt,0.4305822,0.4677952,0.8454645,0.4536438,-1.993153,-0.2074909,0.4057299,0.02884318
202206300920111933.txt,-16.72895,5.798704,-0.6328359,0.304281,0.7286979,0.2985617,3.526707,4.688293
202206300920117920.txt,-9.771486,20.41597,-1.688559,0.6685857,0.2308179,-0.05455684,0.6048649,-0.009881252
202206300920124025.txt,0.1354748,3.646087,0.4990992,0.4898912,1.241508,0.4994004,274.0912,71.25216
202206300920130720.txt,-0.4901488,2.384892,0.4207228,0.4827761,1.204895,0.4768902,6.281456,0.8175411
202206300920137504.txt,-0.6514046,0.760583,0.483609,0.3200742,2.379688,0.4660666,-4.823948,-1.240962
